# Gene Family	demo_Abundance-RPKs
UniRef90_E4MDP1|unclassified	28.3667683689
UniRef90_P94316	28.3576147913
UniRef90_P94316|unclassified	28.3576147913
UniRef90_Q8A5W4	28.2586416375
UniRef90_Q8A5W4|unclassified	28.2586416375
UniRef90_K1SGA1	28.2302426323
UniRef90_K1SGA1|unclassified	28.2302426323
UniRef90_A0A173WTB2	28.2291739165
UniRef90_A0A173WTB2|unclassified	28.2291739165
UniRef90_R5AX63	28.2217507426
UniRef90_R5AX63|unclassified	28.2217507426
UniRef90_D6D4L3	28.1828924210
UniRef90_D6D4L3|unclassified	28.1828924210
UniRef90_R5UBE0	28.1353139753
UniRef90_R5UBE0|unclassified	28.1353139753
UniRef90_A0A395VY04	28.0875379889
UniRef90_A0A395VY04|unclassified	28.0875379889
UniRef90_A0A174LXZ3	28.0780679765
UniRef90_A0A174LXZ3|unclassified	28.0780679765
UniRef90_A0A0P0F5D8	28.0446423590
UniRef90_A0A0P0F5D8|unclassified	28.0446423590
UniRef90_A0A0P0FHT8	28.0201430443
UniRef90_A0A0P0FHT8|unclassified	28.0201430443
UniRef90_A0A1Y4VQK7	27.9646801059
UniRef90_A0A1Y4VQK7|unclassified	27.9646801059
UniRef90_A0A174J7F2	27.8298364155
UniRef90_A0A174J7F2|unclassified	27.8298364155
UniRef90_A0A174IL38	27.8177065571
UniRef90_A0A174IL38|unclassified	27.8177065571
UniRef90_R5AVP1	27.7986883592
UniRef90_R5AVP1|unclassified	27.7986883592
UniRef90_R5B0E1	27.7631115417
UniRef90_R5B0E1|unclassified	27.7631115417
UniRef90_I8UVW8	27.7514770393
UniRef90_I8UVW8|unclassified	27.7514770393
UniRef90_R5B181	27.7420969791
UniRef90_R5B181|unclassified	27.7420969791
UniRef90_Q8A0Z8	27.7293346851
UniRef90_Q8A0Z8|unclassified	27.7293346851
UniRef90_Q8A9M2	27.6626652044
UniRef90_Q8A9M2|unclassified	27.6626652044
UniRef90_R5B6R8	27.6359841191
UniRef90_R5B6R8|unclassified	27.6359841191
UniRef90_A7LXU0	27.6029115200
UniRef90_A7LXU0|unclassified	27.6029115200
UniRef90_R5AZR2	27.5915947315
UniRef90_R5AZR2|unclassified	27.5915947315
UniRef90_A0A359G3Q4	27.5327287809
UniRef90_A0A359G3Q4|unclassified	27.5327287809
UniRef90_A0A174JZ60	27.4871748261
UniRef90_A0A174JZ60|unclassified	27.4871748261
UniRef90_R5B579	27.4378477075
UniRef90_R5B579|unclassified	27.4378477075
UniRef90_R5B3V8	27.4241215328
UniRef90_R5B3V8|unclassified	27.4241215328
UniRef90_A0A174Q0Y4	27.4090280885
UniRef90_A0A174Q0Y4|unclassified	27.4090280885
UniRef90_B0NR91	27.3626166610
UniRef90_B0NR91|unclassified	27.3626166610
UniRef90_R5AYL9	27.3600759482
UniRef90_R5AYL9|unclassified	27.3600759482
UniRef90_R5B0Z4	27.3564358293
UniRef90_R5B0Z4|unclassified	27.3564358293
UniRef90_A0A174GQN8	27.3489965282
UniRef90_A0A174GQN8|unclassified	27.3489965282
UniRef90_Q8A9C3	27.3401496968
UniRef90_Q8A9C3|unclassified	27.3401496968
UniRef90_R5AWV0	27.3353538133
UniRef90_R5AWV0|unclassified	27.3353538133
UniRef90_R5B0K0	27.3329230612
UniRef90_R5B0K0|unclassified	27.3329230612
UniRef90_F7L751	27.3323336897
UniRef90_F7L751|unclassified	27.3323336897
UniRef90_Q8A1G8	27.3243269555
UniRef90_Q8A1G8|unclassified	27.3243269555
UniRef90_C3QHZ2	27.2664979007
UniRef90_C3QHZ2|unclassified	27.2664979007
UniRef90_R5B7X3	27.2507319279
UniRef90_R5B7X3|unclassified	27.2507319279
UniRef90_A0A174ISI2	27.2290612343
UniRef90_A0A174ISI2|unclassified	27.2290612343
UniRef90_R5AVR3	27.2290438441
UniRef90_R5AVR3|unclassified	27.2290438441
UniRef90_E6SSP6	27.2183981899
UniRef90_E6SSP6|unclassified	27.2183981899
UniRef90_A0A3E5I0W7	27.1998090683
UniRef90_A0A3E5I0W7|unclassified	27.1998090683
UniRef90_R5AYL3	27.1914871661
UniRef90_R5AYL3|unclassified	27.1914871661
UniRef90_A0A0P0ET45	27.1836795322
UniRef90_A0A0P0ET45|unclassified	27.1836795322
UniRef90_D6D4K9	27.1712484530
UniRef90_D6D4K9|unclassified	27.1712484530
UniRef90_Q8A251	27.1499017144
UniRef90_Q8A251|unclassified	27.1499017144
UniRef90_A0A0P0GLR1	27.1278410786
UniRef90_A0A0P0GLR1|unclassified	27.1278410786
UniRef90_A0A0K6BY04	27.0891893011
UniRef90_A0A0K6BY04|unclassified	27.0891893011
UniRef90_A0A174XUZ0	27.0867240177
UniRef90_A0A174XUZ0|unclassified	27.0867240177
UniRef90_A0A174SKG1	27.0759187063
UniRef90_A0A174SKG1|unclassified	27.0759187063
UniRef90_A0A174DPN8	26.9907529545
UniRef90_A0A174DPN8|unclassified	26.9907529545
UniRef90_Q8A9K9	26.9084903258
UniRef90_Q8A9K9|unclassified	26.9084903258
UniRef90_R5AXP1	26.9039449909
UniRef90_R5AXP1|unclassified	26.9039449909
UniRef90_R5BBF4	26.8965168309
UniRef90_R5BBF4|unclassified	26.8965168309
UniRef90_R5BAV0	26.8842798710
UniRef90_R5BAV0|unclassified	26.8842798710
UniRef90_R5B2C8	26.8722943680
UniRef90_R5B2C8|unclassified	26.8722943680
UniRef90_A0A0K6BS94	26.8702302436
UniRef90_A0A0K6BS94|unclassified	26.8702302436
UniRef90_A0A3E4FX90	26.8621730631
UniRef90_A0A3E4FX90|unclassified	26.8621730631
UniRef90_R5B6N9	26.8462553766
UniRef90_R5B6N9|unclassified	26.8462553766
UniRef90_A0A0P0EYM6	26.8291169275
UniRef90_A0A0P0EYM6|unclassified	26.8291169275
UniRef90_A0A0P0FFX2	26.8253258197
UniRef90_A0A0P0FFX2|unclassified	26.8253258197
UniRef90_R5B898	26.8148553229
UniRef90_R5B898|unclassified	26.8148553229
UniRef90_A0A174UDK6	26.7954946801
UniRef90_A0A174UDK6|unclassified	26.7954946801
UniRef90_A0A0P0EQI7	26.7801455197
UniRef90_A0A0P0EQI7|unclassified	26.7801455197
UniRef90_A0A174BXG5	26.6986046467
UniRef90_A0A174BXG5|unclassified	26.6986046467
UniRef90_Q8A765	26.6598952598
UniRef90_Q8A765|unclassified	26.6598952598
UniRef90_A0A174MA11	26.6582216992
UniRef90_A0A174MA11|unclassified	26.6582216992
UniRef90_C9KYZ7	26.6521768297
UniRef90_C9KYZ7|unclassified	26.6521768297
UniRef90_Q8A6N4	26.6357903202
UniRef90_Q8A6N4|unclassified	26.6357903202
UniRef90_A0A395VXT0	26.6287784447
UniRef90_A0A395VXT0|unclassified	26.6287784447
UniRef90_A0A173ZKC7	26.6166368346
UniRef90_A0A173ZKC7|unclassified	26.6166368346
UniRef90_A0A139K5D5	26.6030380939
UniRef90_A0A139K5D5|unclassified	26.6030380939
UniRef90_Q8ABA7	26.5561833505
UniRef90_Q8ABA7|unclassified	26.5561833505
UniRef90_R5B2X1	26.5541066714
UniRef90_R5B2X1|unclassified	26.5541066714
UniRef90_A0A174JG35	26.5124446489
UniRef90_A0A174JG35|unclassified	26.5124446489
UniRef90_A0A174MI02	26.5049725646
UniRef90_A0A174MI02|unclassified	26.5049725646
UniRef90_R5AYD4	26.5015965141
UniRef90_R5AYD4|unclassified	26.5015965141
UniRef90_A0A374W993	26.4900087408
UniRef90_A0A374W993|unclassified	26.4900087408
UniRef90_B0MXH6	26.4841609756
UniRef90_B0MXH6|unclassified	26.4841609756
UniRef90_Q8A287	26.4609804605
UniRef90_Q8A287|unclassified	26.4609804605
UniRef90_A0A1I4VG25	26.4391824978
UniRef90_A0A1I4VG25|unclassified	26.4391824978
UniRef90_E4MEC8	26.4044461742
UniRef90_E4MEC8|unclassified	26.4044461742
UniRef90_A0A173Y5Y0	26.3837316562
UniRef90_A0A173Y5Y0|unclassified	26.3837316562
UniRef90_A0A3C1HYB8	26.3649177686
UniRef90_A0A3C1HYB8|unclassified	26.3649177686
UniRef90_Q8A608	26.3590613150
UniRef90_Q8A608|unclassified	26.3590613150
UniRef90_P15623	26.3561501097
UniRef90_P15623|unclassified	26.3561501097
UniRef90_A0A174RCV9	26.3493696440
UniRef90_A0A174RCV9|unclassified	26.3493696440
UniRef90_C0BNR8	26.3304681358
UniRef90_C0BNR8|unclassified	26.3304681358
UniRef90_U2BS35	26.3073262063
UniRef90_U2BS35|unclassified	26.3073262063
UniRef90_I3YPA9	26.2905644310
UniRef90_I3YPA9|unclassified	26.2905644310
UniRef90_W4UNZ7	26.2463745053
UniRef90_W4UNZ7|unclassified	26.2463745053
UniRef90_D4WD13	26.2414413491
UniRef90_D4WD13|unclassified	26.2414413491
UniRef90_D6D5G3	26.2271838502
UniRef90_D6D5G3|unclassified	26.2271838502
UniRef90_J9D0J3	26.2193009903
UniRef90_J9D0J3|unclassified	26.2193009903
UniRef90_R5UW46	26.2021505534
UniRef90_R5UW46|unclassified	26.2021505534
UniRef90_W6PNY7	26.1440793243
UniRef90_W6PNY7|unclassified	26.1440793243
UniRef90_W6P957	26.1180427847
UniRef90_W6P957|unclassified	26.1180427847
UniRef90_P30899	26.1161539930
UniRef90_P30899|unclassified	26.1161539930
UniRef90_A0A174GWB3	26.1067432103
UniRef90_A0A174GWB3|unclassified	26.1067432103
UniRef90_A0A108T8E4	26.1011650450
UniRef90_A0A108T8E4|unclassified	26.1011650450
UniRef90_A0A174G4G3	26.0680031958
UniRef90_A0A174G4G3|unclassified	26.0680031958
UniRef90_R5B337	26.0667277313
UniRef90_R5B337|unclassified	26.0667277313
UniRef90_A0A174GZ33	26.0367789221
UniRef90_A0A174GZ33|unclassified	26.0367789221
UniRef90_A0A0P0M4G8	26.0052836972
UniRef90_A0A0P0M4G8|unclassified	26.0052836972
UniRef90_A0A139KEI3	25.9935936798
UniRef90_A0A139KEI3|unclassified	25.9935936798
UniRef90_R5BBR8	25.9745784702
UniRef90_R5BBR8|unclassified	25.9745784702
UniRef90_R5B1N2	25.9544284274
UniRef90_R5B1N2|unclassified	25.9544284274
UniRef90_Q89YZ2	25.9311444359
UniRef90_Q89YZ2|unclassified	25.9311444359
UniRef90_R5AUW3	25.9303072120
UniRef90_R5AUW3|unclassified	25.9303072120
UniRef90_A0A139KRM9	25.9262551637
UniRef90_A0A139KRM9|unclassified	25.9262551637
UniRef90_Q8A255	25.9025213739
UniRef90_Q8A255|unclassified	25.9025213739
UniRef90_A0A174BDH8	25.8997259050
UniRef90_A0A174BDH8|unclassified	25.8997259050
UniRef90_Q5LFT7	25.8918079841
UniRef90_Q5LFT7|unclassified	25.8918079841
UniRef90_A0A1I4UER5	25.8412889181
UniRef90_A0A1I4UER5|unclassified	25.8412889181
UniRef90_R5B7K6	25.8258111624
UniRef90_R5B7K6|unclassified	25.8258111624
UniRef90_W4P588	25.8120423397
UniRef90_W4P588|unclassified	25.8120423397
UniRef90_Q8A684	25.8070757596
UniRef90_Q8A684|unclassified	25.8070757596
UniRef90_R6XZH5	25.7512377386
UniRef90_R6XZH5|unclassified	25.7512377386
UniRef90_R5AW12	25.7305364749
UniRef90_R5AW12|unclassified	25.7305364749
UniRef90_A0A3A9BMQ1	25.6642932664
UniRef90_A0A3A9BMQ1|unclassified	25.6642932664
UniRef90_R5B458	25.6156779626
UniRef90_R5B458|unclassified	25.6156779626
UniRef90_R5AYH9	25.6134283160
UniRef90_R5AYH9|unclassified	25.6134283160
UniRef90_R5B8P0	25.6045322952
UniRef90_R5B8P0|unclassified	25.6045322952
UniRef90_Q8A9J0	25.5955680761
UniRef90_Q8A9J0|unclassified	25.5955680761
UniRef90_A0A1V5S1S5	25.5927582833
UniRef90_A0A1V5S1S5|unclassified	25.5927582833
UniRef90_R5AZJ3	25.5841235121
UniRef90_R5AZJ3|unclassified	25.5841235121
UniRef90_R5B8M6	25.5727432567
UniRef90_R5B8M6|unclassified	25.5727432567
UniRef90_R5UD32	25.5430096431
UniRef90_R5UD32|unclassified	25.5430096431
UniRef90_A0A173Z4L0	25.5028043223
UniRef90_A0A173Z4L0|unclassified	25.5028043223
UniRef90_A0A3D3YL47	25.4868102623
UniRef90_A0A3D3YL47|unclassified	25.4868102623
UniRef90_R5B6M9	25.4746551552
UniRef90_R5B6M9|unclassified	25.4746551552
UniRef90_A0A015P8T5	25.4745515227
UniRef90_A0A015P8T5|unclassified	25.4745515227
UniRef90_Q8A2M0	25.4410193233
UniRef90_Q8A2M0|unclassified	25.4410193233
UniRef90_R5AYI0	25.4056397276
UniRef90_R5AYI0|unclassified	25.4056397276
UniRef90_P49943	25.3838529587
UniRef90_P49943|unclassified	25.3838529587
UniRef90_Q8AAW1	25.3686575474
UniRef90_Q8AAW1|unclassified	25.3686575474
UniRef90_D4VSH2	25.3665140401
UniRef90_D4VSH2|unclassified	25.3665140401
UniRef90_A0A078Q8J1	25.3633441177
UniRef90_A0A078Q8J1|unclassified	25.3633441177
UniRef90_R5ATV9	25.3614055047
UniRef90_R5ATV9|unclassified	25.3614055047
UniRef90_R5B7H7	25.3588754150
UniRef90_R5B7H7|unclassified	25.3588754150
UniRef90_A0A174N1Q6	25.3554120734
UniRef90_A0A174N1Q6|unclassified	25.3554120734
UniRef90_R5AUW7	25.3249728628
UniRef90_R5AUW7|unclassified	25.3249728628
UniRef90_D7IXY2	25.2823859707
UniRef90_D7IXY2|unclassified	25.2823859707
UniRef90_D4VSH3	25.2004944565
UniRef90_D4VSH3|unclassified	25.2004944565
UniRef90_R5UHS9	25.1747530188
UniRef90_R5UHS9|unclassified	25.1747530188
UniRef90_D1K8H7	25.1681387384
UniRef90_D1K8H7|unclassified	25.1681387384
UniRef90_R5B9J1	25.1612702970
UniRef90_R5B9J1|unclassified	25.1612702970
UniRef90_R5B309	25.1358829354
UniRef90_R5B309|unclassified	25.1358829354
UniRef90_R5B0S9	25.1132103618
UniRef90_R5B0S9|unclassified	25.1132103618
UniRef90_Q8A012	25.1052368113
UniRef90_Q8A012|unclassified	25.1052368113
UniRef90_R5V8P2	25.0535104369
UniRef90_R5V8P2|unclassified	25.0535104369
UniRef90_I8XT52	25.0353826146
UniRef90_I8XT52|unclassified	25.0353826146
UniRef90_R5BBU5	25.0310066222
UniRef90_R5BBU5|unclassified	25.0310066222
UniRef90_Q5L7Z7	24.9973979037
UniRef90_Q5L7Z7|unclassified	24.9973979037
UniRef90_Q8A861	24.9971570255
UniRef90_Q8A861|unclassified	24.9971570255
UniRef90_R5UIK1	24.9890388295
UniRef90_R5UIK1|unclassified	24.9890388295
UniRef90_A0A3E4G4R4	24.9753718442
UniRef90_A0A3E4G4R4|unclassified	24.9753718442
UniRef90_Q8A245	24.8922105280
UniRef90_Q8A245|unclassified	24.8922105280
UniRef90_A0A396DF35	24.8871525794
UniRef90_A0A396DF35|unclassified	24.8871525794
UniRef90_Q89ZF2	24.8737065076
UniRef90_Q89ZF2|unclassified	24.8737065076
UniRef90_A0A0N7IB01	24.8269124677
UniRef90_A0A0N7IB01|unclassified	24.8269124677
UniRef90_R5BCP3	24.7977550526
UniRef90_R5BCP3|unclassified	24.7977550526
UniRef90_C9L0L0	24.7699191479
UniRef90_C9L0L0|unclassified	24.7699191479
UniRef90_A0A174BNF3	24.7654524597
UniRef90_A0A174BNF3|unclassified	24.7654524597
UniRef90_R6JCX4	24.6609135395
UniRef90_R6JCX4|unclassified	24.6609135395
UniRef90_J9BRN5	24.6555166759
UniRef90_J9BRN5|unclassified	24.6555166759
UniRef90_A0A139KBW4	24.5879011711
UniRef90_A0A139KBW4|unclassified	24.5879011711
UniRef90_R5B2G5	24.5716567682
UniRef90_R5B2G5|unclassified	24.5716567682
UniRef90_Q8A1A7	24.5672707316
UniRef90_Q8A1A7|unclassified	24.5672707316
UniRef90_A0A1C5N1N9	24.5537066618
UniRef90_A0A1C5N1N9|unclassified	24.5537066618
UniRef90_A0A174HCN0	24.5436449353
UniRef90_A0A174HCN0|unclassified	24.5436449353
UniRef90_A0A1C5PK91	24.5377635670
UniRef90_A0A1C5PK91|unclassified	24.5377635670
UniRef90_A0A174IRW7	24.5310788199
UniRef90_A0A174IRW7|unclassified	24.5310788199
UniRef90_R6JAK6	24.5086991994
UniRef90_R6JAK6|unclassified	24.5086991994
UniRef90_Q8A2E9	24.5046418622
UniRef90_Q8A2E9|unclassified	24.5046418622
UniRef90_Q8A7V7	24.5040580665
UniRef90_Q8A7V7|unclassified	24.5040580665
UniRef90_W6PB16	24.4750776180
UniRef90_W6PB16|unclassified	24.4750776180
UniRef90_A0A174GXQ2	24.4582798665
UniRef90_A0A174GXQ2|unclassified	24.4582798665
UniRef90_A0A0P0FGJ8	24.4543635643
UniRef90_A0A0P0FGJ8|unclassified	24.4543635643
UniRef90_A0A174J1G5	24.4543593956
UniRef90_A0A174J1G5|unclassified	24.4543593956
UniRef90_R5B2E7	24.4492059739
UniRef90_R5B2E7|unclassified	24.4492059739
UniRef90_R5B3B9	24.3601288671
UniRef90_R5B3B9|unclassified	24.3601288671
UniRef90_R6SZR0	24.2990618851
UniRef90_R6SZR0|unclassified	24.2990618851
UniRef90_R7KZ69	24.2903915666
UniRef90_R7KZ69|unclassified	24.2903915666
UniRef90_R5BAB6	24.2461066801
UniRef90_R5BAB6|unclassified	24.2461066801
UniRef90_A0A1C5ML64	24.1758265857
UniRef90_A0A1C5ML64|unclassified	24.1758265857
UniRef90_R5AYY4	24.1361460200
UniRef90_R5AYY4|unclassified	24.1361460200
UniRef90_R5AWB3	24.1358891646
UniRef90_R5AWB3|unclassified	24.1358891646
UniRef90_R5AUQ0	24.1331111166
UniRef90_R5AUQ0|unclassified	24.1331111166
UniRef90_I9UZM7	24.0808084533
UniRef90_I9UZM7|unclassified	24.0808084533
UniRef90_A0A0P0FDZ6	24.0537549763
UniRef90_A0A0P0FDZ6|unclassified	24.0537549763
UniRef90_A0A0N7IB33	24.0469936597
UniRef90_A0A0N7IB33|unclassified	24.0469936597
UniRef90_R6DYV2	23.9880342343
UniRef90_R6DYV2|unclassified	23.9880342343
UniRef90_A5ZBU3	23.9721884686
UniRef90_A5ZBU3|unclassified	23.9721884686
UniRef90_A0A174AG31	23.9699352223
UniRef90_A0A174AG31|unclassified	23.9699352223
UniRef90_R6SBW8	23.9327641854
UniRef90_R6SBW8|unclassified	23.9327641854
UniRef90_A0A015XFN6	23.9233284215
UniRef90_A0A015XFN6|unclassified	23.9233284215
UniRef90_E4M9J1	23.9196739286
UniRef90_E4M9J1|unclassified	23.9196739286
UniRef90_I9USF2	23.8436191706
UniRef90_I9USF2|unclassified	23.8436191706
UniRef90_R5AVD5	23.7881738070
UniRef90_R5AVD5|unclassified	23.7881738070
UniRef90_R5B1C2	23.7841862780
UniRef90_R5B1C2|unclassified	23.7841862780
UniRef90_A0A173ZCV0	23.7791510442
UniRef90_A0A173ZCV0|unclassified	23.7791510442
UniRef90_A0A0N7IAG8	23.7780161062
UniRef90_A0A0N7IAG8|unclassified	23.7780161062
UniRef90_R6UVD7	23.7617655223
UniRef90_R6UVD7|unclassified	23.7617655223
UniRef90_A0A0P0EV58	23.7561260805
UniRef90_A0A0P0EV58|unclassified	23.7561260805
UniRef90_R5AZE8	23.7414023492
UniRef90_R5AZE8|unclassified	23.7414023492
UniRef90_R5B4M0	23.7095119523
UniRef90_R5B4M0|unclassified	23.7095119523
UniRef90_Q8A0Y3	23.6815535588
UniRef90_Q8A0Y3|unclassified	23.6815535588
UniRef90_Q8A9S0	23.6325575327
UniRef90_Q8A9S0|unclassified	23.6325575327
UniRef90_A0A174DTS7	23.6184729199
UniRef90_A0A174DTS7|unclassified	23.6184729199
UniRef90_R5AVY5	23.6096126346
UniRef90_R5AVY5|unclassified	23.6096126346
UniRef90_A0A174FT50	23.6088909248
UniRef90_A0A174FT50|unclassified	23.6088909248
UniRef90_A0A149NIV9	23.5961935318
UniRef90_A0A149NIV9|unclassified	23.5961935318
UniRef90_Q8A2I1	23.5733932762
UniRef90_Q8A2I1|unclassified	23.5733932762
UniRef90_R5AYQ7	23.5641240149
UniRef90_R5AYQ7|unclassified	23.5641240149
UniRef90_C3QMY6	23.5593122930
UniRef90_C3QMY6|unclassified	23.5593122930
UniRef90_A0A0P0M0P4	23.5519846849
UniRef90_A0A0P0M0P4|unclassified	23.5519846849
UniRef90_Q8AAP9	23.5285086814
UniRef90_Q8AAP9|unclassified	23.5285086814
UniRef90_A0A174CMI5	23.5050004347
UniRef90_A0A174CMI5|unclassified	23.5050004347
UniRef90_A0A139K753	23.4846550307
UniRef90_A0A139K753|unclassified	23.4846550307
UniRef90_R5B1Y6	23.4590420222
UniRef90_R5B1Y6|unclassified	23.4590420222
UniRef90_R5B855	23.4518165042
UniRef90_R5B855|unclassified	23.4518165042
UniRef90_A0A1Y4VNS3	23.4406863118
UniRef90_A0A1Y4VNS3|unclassified	23.4406863118
UniRef90_A0A174ISL4	23.4272270594
UniRef90_A0A174ISL4|unclassified	23.4272270594
UniRef90_R5UFS2	23.4259863439
UniRef90_R5UFS2|unclassified	23.4259863439
UniRef90_D6D2R8	23.4238748003
UniRef90_D6D2R8|unclassified	23.4238748003
UniRef90_Q64MP7	23.4052282950
UniRef90_Q64MP7|unclassified	23.4052282950
UniRef90_Q8A1E8	23.3657268661
UniRef90_Q8A1E8|unclassified	23.3657268661
UniRef90_Q8A7Z5	23.3174523782
UniRef90_Q8A7Z5|unclassified	23.3174523782
UniRef90_R5UNT0	23.3131550927
UniRef90_R5UNT0|unclassified	23.3131550927
UniRef90_A0A2G6R2T0	23.2586311326
UniRef90_A0A2G6R2T0|unclassified	23.2586311326
UniRef90_A0A1C7H2T5	23.2136521660
UniRef90_A0A1C7H2T5|unclassified	23.2136521660
UniRef90_A0A0P0GTV9	23.1807690250
UniRef90_A0A0P0GTV9|unclassified	23.1807690250
UniRef90_A0A1G4G807	23.1102810271
UniRef90_A0A1G4G807|unclassified	23.1102810271
UniRef90_F3ZSN8	23.0744952958
UniRef90_F3ZSN8|unclassified	23.0744952958
UniRef90_A0A143XGB1	23.0698291425
UniRef90_A0A143XGB1|unclassified	23.0698291425
UniRef90_A0A316MP26	23.0602867078
UniRef90_A0A316MP26|unclassified	23.0602867078
UniRef90_R5AYX6	23.0238235593
UniRef90_R5AYX6|unclassified	23.0238235593
UniRef90_A0A173VH24	22.9842509554
UniRef90_A0A173VH24|unclassified	22.9842509554
UniRef90_A0A174HAF6	22.9462010485
UniRef90_A0A174HAF6|unclassified	22.9462010485
UniRef90_R5AUE5	22.9404560823
UniRef90_R5AUE5|unclassified	22.9404560823
UniRef90_Q8A5G4	22.9177389808
UniRef90_Q8A5G4|unclassified	22.9177389808
UniRef90_D1JRE4	22.9023042144
UniRef90_D1JRE4|unclassified	22.9023042144
UniRef90_R5AWS4	22.8941723150
UniRef90_R5AWS4|unclassified	22.8941723150
UniRef90_A0A174ARL7	22.8904548810
UniRef90_A0A174ARL7|unclassified	22.8904548810
UniRef90_R5B633	22.8735916605
UniRef90_R5B633|unclassified	22.8735916605
UniRef90_A0A396DXZ4	22.8226155621
UniRef90_A0A396DXZ4|unclassified	22.8226155621
UniRef90_A0A395VVA6	22.7824117038
UniRef90_A0A395VVA6|unclassified	22.7824117038
UniRef90_A0A1Y4AQ61	22.7341051640
UniRef90_A0A1Y4AQ61|unclassified	22.7341051640
UniRef90_R5AZ37	22.6610307836
UniRef90_R5AZ37|unclassified	22.6610307836
UniRef90_E4MC06	22.6415882131
UniRef90_E4MC06|unclassified	22.6415882131
UniRef90_K1SRL9	22.6321922568
UniRef90_K1SRL9|unclassified	22.6321922568
UniRef90_R5BAG7	22.5882104594
UniRef90_R5BAG7|unclassified	22.5882104594
UniRef90_C3QH15	22.5832351014
UniRef90_C3QH15|unclassified	22.5832351014
UniRef90_W6PBZ5	22.5765293163
UniRef90_W6PBZ5|unclassified	22.5765293163
UniRef90_E4MF29	22.5730666762
UniRef90_E4MF29|unclassified	22.5730666762
UniRef90_U6RFM9	22.5608552152
UniRef90_U6RFM9|unclassified	22.5608552152
UniRef90_R5AWB5	22.4886417850
UniRef90_R5AWB5|unclassified	22.4886417850
UniRef90_R5B7R1	22.4821192899
UniRef90_R5B7R1|unclassified	22.4821192899
UniRef90_Q8A0B5	22.4714811329
UniRef90_Q8A0B5|unclassified	22.4714811329
UniRef90_F0R0W4	22.4475615231
UniRef90_F0R0W4|unclassified	22.4475615231
UniRef90_Q8A753	22.4213068207
UniRef90_Q8A753|unclassified	22.4213068207
UniRef90_A0A1V6ERX1	22.3800858275
UniRef90_A0A1V6ERX1|unclassified	22.3800858275
UniRef90_R5UGR7	22.3791391983
UniRef90_R5UGR7|unclassified	22.3791391983
UniRef90_R5AUZ5	22.3689867962
UniRef90_R5AUZ5|unclassified	22.3689867962
UniRef90_R6VLN4	22.3623350351
UniRef90_R6VLN4|unclassified	22.3623350351
UniRef90_A0A0K2J587	22.3551254876
UniRef90_A0A0K2J587|unclassified	22.3551254876
UniRef90_Q8A018	22.3529876971
UniRef90_Q8A018|unclassified	22.3529876971
UniRef90_A0A173Z243	22.3173103817
UniRef90_A0A173Z243|unclassified	22.3173103817
UniRef90_A0A174DQ87	22.2846557606
UniRef90_A0A174DQ87|unclassified	22.2846557606
UniRef90_A0A396DYQ3	22.2704668379
UniRef90_A0A396DYQ3|unclassified	22.2704668379
UniRef90_A0A149N4Z7	22.2187840530
UniRef90_A0A149N4Z7|unclassified	22.2187840530
UniRef90_Q8A5V6	22.2006642539
UniRef90_Q8A5V6|unclassified	22.2006642539
UniRef90_A0A1Y4PDE4	22.1970182245
UniRef90_A0A1Y4PDE4|unclassified	22.1970182245
UniRef90_A6L1I4	22.1777303908
UniRef90_A6L1I4|unclassified	22.1777303908
UniRef90_R5V0Q3	22.0790583590
UniRef90_R5V0Q3|unclassified	22.0790583590
UniRef90_F3PU20	22.0644510623
UniRef90_F3PU20|unclassified	22.0644510623
UniRef90_A0A0P0LI34	22.0241295613
UniRef90_A0A0P0LI34|unclassified	22.0241295613
UniRef90_D4VNI0	22.0067656771
UniRef90_D4VNI0|unclassified	22.0067656771
UniRef90_W6PCU7	21.9940361550
UniRef90_W6PCU7|unclassified	21.9940361550
UniRef90_E4MEC3	21.9877329745
UniRef90_E4MEC3|unclassified	21.9877329745
UniRef90_A0A173UX98	21.9666350552
UniRef90_A0A173UX98|unclassified	21.9666350552
UniRef90_Q8A0V3	21.9608752633
UniRef90_Q8A0V3|unclassified	21.9608752633
UniRef90_I3YQE2	21.9321081516
UniRef90_I3YQE2|unclassified	21.9321081516
UniRef90_D4IKX4	21.9184145422
UniRef90_D4IKX4|unclassified	21.9184145422
UniRef90_R5U8R4	21.9031708992
UniRef90_R5U8R4|unclassified	21.9031708992
UniRef90_A0A120A0V4	21.8945781306
UniRef90_A0A120A0V4|unclassified	21.8945781306
UniRef90_A0A015PBY8	21.8773973990
UniRef90_A0A015PBY8|unclassified	21.8773973990
UniRef90_R5B1S5	21.8693281096
UniRef90_R5B1S5|unclassified	21.8693281096
UniRef90_Q8A1A0	21.8611895141
UniRef90_Q8A1A0|unclassified	21.8611895141
UniRef90_C3QCV2	21.8519725919
UniRef90_C3QCV2|unclassified	21.8519725919
UniRef90_Q59219	21.8363874298
UniRef90_Q59219|unclassified	21.8363874298
UniRef90_A0A0P0G2Z9	21.8054149555
UniRef90_A0A0P0G2Z9|unclassified	21.8054149555
UniRef90_D6D4J1	21.7510428448
UniRef90_D6D4J1|unclassified	21.7510428448
UniRef90_R5AZZ3	21.7502877731
UniRef90_R5AZZ3|unclassified	21.7502877731
UniRef90_A0A174HL81	21.7402286823
UniRef90_A0A174HL81|unclassified	21.7402286823
UniRef90_F3ZT34	21.7381925096
UniRef90_F3ZT34|unclassified	21.7381925096
